INSERT INTO SPETTATORE (NOME, COGNOME, DATA_DI_NASCITA) VALUES
('Denise', 'Glass', '1968-07-21'),
('Felicia', 'Maldonado', '1918-02-28'),
('Matthew', 'Johnson', '1911-10-08'),
('Jimmy', 'Sosa', '1960-12-17'),
('Wendy', 'Hardy', '1915-01-21'),
('Kyle', 'Johns', '1989-11-09'),
('Robert', 'Colon', '1919-07-24'),
('Brian', 'Washington', '1977-03-20'),
('Anthony', 'Parks', '1947-11-05'),
('Gregory', 'Turner', '1911-06-02'),
('Michael', 'Foley', '1921-07-26'),
('Isabel', 'Campbell', '1993-06-18'),
('Morgan', 'Owens', '1937-09-06'),
('Annette', 'Estrada', '1975-03-08'),
('Jonathon', 'Williams', '1914-12-12'),
('Kayla', 'Ho', '1999-02-20'),
('Michele', 'Diaz', '1997-05-23'),
('Misty', 'Moses', '1909-01-01'),
('Kayla', 'Wolf', '1956-04-14'),
('Christian', 'Wheeler', '1947-07-03'),
('John', 'Wells', '1986-12-05'),
('Noah', 'Schmidt', '1969-05-23'),
('David', 'Yoder', '1934-03-21'),
('Tanya', 'Mitchell', '1920-05-07'),
('Tyler', 'Irwin', '1974-08-23'),
('John', 'Daniels', '1987-03-03'),
('Kenneth', 'Bailey', '1918-05-08'),
('Roy', 'King', '1960-06-13'),
('Jaclyn', 'Ryan', '1934-12-12'),
('Susan', 'Horn', '1985-10-30'),
('Gregory', 'Jones', '2000-04-19'),
('Nancy', 'Wright', '1914-05-17'),
('Stephanie', 'Carlson', '1953-05-06'),
('Amy', 'Sanders', '1987-09-17'),
('Anna', 'Sutton', '1923-05-20'),
('Adam', 'Young', '1924-04-13'),
('Carolyn', 'Martinez', '1959-07-11'),
('Rebecca', 'Edwards', '1930-01-29'),
('Tanya', 'Villa', '1938-03-20'),
('Kurt', 'Coleman', '1915-11-02'),
('Mark', 'Medina', '1908-12-28'),
('Bryce', 'Wright', '1909-10-14'),
('Terri', 'Lopez', '1927-10-20'),
('Alexandra', 'Hurst', '1976-09-08'),
('Meagan', 'Wood', '1938-03-18'),
('Alexander', 'Caldwell', '1975-06-01'),
('Natasha', 'Williams', '1944-03-12'),
('Deborah', 'Davis', '1913-05-09'),
('Jillian', 'Carson', '1960-11-07'),
('Brittany', 'Jackson', '1927-11-17'),
('Douglas', 'English', '1993-09-26'),
('Kaitlyn', 'Perez', '1989-06-15'),
('Chad', 'Chandler', '1981-03-05'),
('Robert', 'Robbins', '1974-09-20'),
('Christy', 'Gray', '1991-09-28'),
('Ryan', 'Brennan', '1928-06-21'),
('Elaine', 'French', '1974-08-23'),
('Michael', 'Reeves', '1920-01-08'),
('Jason', 'Newman', '1937-12-17'),
('Debra', 'Mason', '1955-10-06'),
('Elizabeth', 'Rogers', '1973-07-12'),
('Corey', 'Stevenson', '1922-03-10'),
('Lori', 'Savage', '1966-03-07'),
('Jennifer', 'Evans', '1991-06-07'),
('Connor', 'Rosario', '2001-01-01'),
('Jacqueline', 'Anderson', '2000-11-09'),
('Abigail', 'Bennett', '1923-10-02'),
('Nicole', 'Rosales', '1938-01-12'),
('Beth', 'Bowen', '1974-01-03'),
('Kristen', 'Campos', '1958-01-15'),
('Matthew', 'Campbell', '1992-08-10'),
('Ian', 'Campbell', '1927-07-11'),
('Jennifer', 'Palmer', '1921-09-21'),
('Heather', 'Young', '1988-04-22'),
('Melissa', 'Jones', '1972-09-21'),
('Wendy', 'Goodman', '1977-01-12'),
('Joseph', 'Santiago', '1971-01-13'),
('Colleen', 'Rosario', '1951-06-15'),
('Tonya', 'Frank', '1954-05-20'),
('Jon', 'Harris', '1923-09-04'),
('Robert', 'Johnson', '1995-05-21'),
('Terri', 'Berry', '1933-04-20'),
('Dana', 'Nelson', '1948-06-29'),
('Jose', 'Howell', '1944-09-15'),
('Ariel', 'Mcneil', '1981-05-24'),
('Sarah', 'Woodward', '1939-02-12'),
('Andrea', 'Wright', '1957-01-08'),
('Brandon', 'Kelly', '1940-02-19'),
('Christopher', 'Miller', '1921-03-29'),
('Sabrina', 'Stone', '1995-12-31'),
('Renee', 'Harrington', '1954-11-27'),
('Nicole', 'Reyes', '1912-04-11'),
('Jennifer', 'Kennedy', '1964-03-10'),
('Robert', 'Reyes', '1956-05-09'),
('Andrea', 'Turner', '1993-02-26'),
('Debra', 'Ramirez', '1920-12-15'),
('Brian', 'Stevenson', '1988-10-08'),
('Karen', 'Hicks', '1973-10-27'),
('Mary', 'Bond', '1997-12-06'),
('Corey', 'Ewing', '1980-04-20'),
('Michael', 'Gates', '1925-11-24'),
('Alan', 'Beasley', '1962-04-16'),
('Melinda', 'Jacobs', '1985-09-30'),
('Shannon', 'Ponce', '1973-01-12'),
('Cassandra', 'Peterson', '1944-07-21'),
('Evan', 'Kim', '1976-02-25'),
('Patrick', 'Vaughn', '1918-07-07'),
('James', 'Lindsey', '1962-02-03'),
('Paul', 'Wheeler', '1931-06-06'),
('Tracy', 'Mendez', '1997-10-08'),
('Brandon', 'Rocha', '1968-09-12'),
('Rachel', 'Lynch', '1970-11-06'),
('Kelsey', 'Hodge', '1936-04-10'),
('Logan', 'Thornton', '1934-09-03'),
('Christopher', 'Williams', '1984-01-01'),
('Brittney', 'Johnson', '1979-04-22'),
('Daniel', 'Nichols', '1977-05-25'),
('Anne', 'Knapp', '1989-06-27'),
('Felicia', 'Hunt', '1981-11-09'),
('Angela', 'Flynn', '1919-07-08'),
('Eric', 'Bowen', '1981-02-21'),
('Erik', 'Mcdonald', '1928-01-01'),
('Douglas', 'Smith', '1985-01-31'),
('Patrick', 'Stewart', '1935-05-02'),
('Benjamin', 'Todd', '1931-10-15'),
('Daniel', 'Sullivan', '1966-10-23'),
('Lori', 'Dudley', '1911-04-18'),
('Tony', 'Mcgrath', '1969-12-31'),
('Kenneth', 'Taylor', '1957-05-28'),
('David', 'Sims', '1980-03-12'),
('William', 'Parks', '1986-05-15'),
('Michelle', 'Morales', '1986-11-29'),
('Jason', 'Singh', '1937-08-09'),
('Robert', 'Ramos', '1970-03-14'),
('Timothy', 'Griffin', '1976-01-07'),
('Charles', 'Williams', '1908-09-25'),
('James', 'Mcbride', '1963-09-04'),
('Melissa', 'Johnson', '1924-03-08'),
('Tommy', 'Scott', '1970-06-15'),
('Christina', 'Watts', '1950-09-20'),
('Rachel', 'Garcia', '1971-12-10'),
('Danny', 'Bowen', '1938-06-23'),
('Paul', 'Russell', '1955-08-30'),
('Shannon', 'Johnson', '2005-07-27'),
('Christopher', 'Smith', '1920-08-25'),
('Megan', 'Welch', '1989-04-09'),
('Kelly', 'Mcguire', '1932-11-01'),
('Brittany', 'Allison', '2004-03-09'),
('Yvonne', 'Rivers', '1927-05-11'),
('Emily', 'Schroeder', '1991-01-10'),
('Felicia', 'Ross', '1945-06-09'),
('Brent', 'Lopez', '1914-04-25'),
('Andrea', 'Brown', '1994-02-07'),
('April', 'Vasquez', '1981-02-08'),
('Michael', 'Cole', '1909-10-18'),
('Erika', 'Walker', '1930-05-20'),
('Carrie', 'Thomas', '1913-03-30'),
('Nathan', 'Reyes', '1953-11-06'),
('Lindsay', 'Diaz', '1938-07-17'),
('Gina', 'Davis', '2000-05-06'),
('Michael', 'Arnold', '1990-01-19'),
('David', 'Brown', '1936-03-25'),
('Kevin', 'Ewing', '1931-10-09'),
('Sara', 'Williams', '1912-09-28'),
('Christopher', 'Clark', '1985-08-05'),
('Ralph', 'Mitchell', '1993-10-19'),
('Breanna', 'Burns', '1912-10-13'),
('Julie', 'Elliott', '1925-10-28'),
('Terri', 'White', '2003-05-10'),
('Jeremy', 'Palmer', '1959-11-01'),
('Rachel', 'Gomez', '1912-02-29'),
('Tamara', 'Brooks', '2003-09-24'),
('William', 'Frank', '1986-05-03'),
('Theodore', 'Hansen', '1925-01-12'),
('Brooke', 'Davis', '1957-10-28'),
('Bradley', 'Lee', '1993-10-16'),
('Rachel', 'Powell', '1991-06-10'),
('Lauren', 'Crawford', '1978-09-29'),
('Theresa', 'Montgomery', '1963-10-26'),
('Robert', 'Wright', '1993-08-02'),
('Deborah', 'Cameron', '1942-01-14'),
('Kevin', 'Marshall', '1999-01-29'),
('William', 'Knight', '1956-02-07'),
('Kimberly', 'Garcia', '2003-08-25'),
('Elizabeth', 'Moran', '1964-11-26'),
('Erica', 'Phillips', '1966-04-23'),
('Nancy', 'Jordan', '1913-12-22'),
('Jimmy', 'Brown', '1968-12-06'),
('Jennifer', 'Pittman', '1914-11-25'),
('Charles', 'Newton', '1974-06-05'),
('Kara', 'Smith', '1992-03-17'),
('Joseph', 'Price', '1962-08-30'),
('Patricia', 'Terry', '1935-01-23'),
('Teresa', 'Valenzuela', '1942-02-22'),
('Oscar', 'Miller', '1950-06-06'),
('Timothy', 'Moore', '2001-04-07'),
('Elizabeth', 'Fuentes', '1941-02-10'),
('Erica', 'Perez', '1948-09-26'),
('Danielle', 'Brown', '1948-08-15'),
('Angel', 'Whitaker', '1965-06-11'),
('Kristin', 'Olson', '1998-05-30'),
('Kelly', 'Mahoney', '1957-01-08'),
('William', 'Little', '1996-03-18'),
('Tonya', 'Mcmillan', '1921-04-09'),
('Brandon', 'Wells', '1983-09-04'),
('Christine', 'Howe', '1922-06-04'),
('Jennifer', 'Miller', '1961-01-13'),
('Donna', 'Oconnor', '1948-08-31'),
('Cassidy', 'Mullins', '1962-03-24'),
('Tyrone', 'Perez', '1952-10-09'),
('Adam', 'Flynn', '1933-03-07'),
('Chad', 'Solis', '1937-01-06'),
('Brian', 'Smith', '1958-05-31'),
('Bradley', 'Johnson', '1929-09-26'),
('Mackenzie', 'Hartman', '1979-02-11'),
('Danielle', 'Alexander', '1934-03-10'),
('Sonia', 'Young', '1958-03-22'),
('David', 'Steele', '1926-07-22'),
('Teresa', 'Owens', '1918-04-26'),
('Rachael', 'Jones', '1944-05-07'),
('Erica', 'Green', '1929-05-11'),
('Joshua', 'Turner', '1952-01-21'),
('Eric', 'Lowe', '1950-04-24'),
('Patrick', 'Carpenter', '1928-09-14'),
('Erin', 'Gonzalez', '1980-09-25'),
('Amanda', 'Mcintosh', '1920-02-17'),
('Erin', 'Bowman', '1918-10-08'),
('David', 'Wood', '1991-05-28'),
('Kenneth', 'Madden', '1923-07-01'),
('Shannon', 'Mcdonald', '1965-06-29'),
('David', 'Williams', '1921-12-21'),
('Sharon', 'Lynch', '1963-09-08'),
('Lisa', 'Nelson', '1919-03-14'),
('Chelsea', 'Daniels', '2000-06-07'),
('Thomas', 'Cobb', '1940-12-13'),
('Joshua', 'Rogers', '1930-07-07'),
('Joseph', 'Bishop', '1957-12-18'),
('Melissa', 'Martinez', '1952-04-23'),
('Brandi', 'Cox', '1939-01-14'),
('Rose', 'Norton', '1990-03-25'),
('Megan', 'Deleon', '1981-11-06'),
('Tiffany', 'Adams', '1919-10-07'),
('Gregory', 'Newman', '1951-01-10'),
('Marcus', 'Gray', '1929-08-05'),
('Christopher', 'Riddle', '1952-11-08'),
('Christina', 'Solis', '1917-10-03'),
('Dorothy', 'Jackson', '1991-03-22'),
('Robert', 'Frye', '1980-07-28'),
('Sarah', 'Henry', '2000-04-06'),
('Jeffrey', 'Morales', '2003-11-07'),
('Alan', 'Fisher', '1914-06-28'),
('Stacy', 'Miller', '1942-08-03'),
('Vincent', 'Robinson', '1926-04-21'),
('Jeffrey', 'Bradley', '1943-06-28'),
('Melissa', 'Davis', '1920-08-27'),
('Ashley', 'Bennett', '1996-10-30'),
('Debbie', 'Hardy', '1920-06-23'),
('Sara', 'Green', '1951-06-13'),
('Adam', 'Stewart', '1998-09-06'),
('Alexis', 'Carroll', '1990-07-03'),
('Katherine', 'Willis', '1994-07-14'),
('Larry', 'Harvey', '1967-02-14'),
('Laurie', 'Davis', '1947-04-12'),
('David', 'Barber', '1944-09-28'),
('Robert', 'Scott', '1989-06-03'),
('Bonnie', 'Carpenter', '1981-07-09'),
('Richard', 'Best', '1931-09-10'),
('Jennifer', 'Rodriguez', '1995-05-01'),
('Thomas', 'Harris', '1946-12-11'),
('Linda', 'Walls', '1993-07-14'),
('Adam', 'Williams', '1943-12-23'),
('Kenneth', 'Sexton', '1961-07-21'),
('Mary', 'Gonzalez', '1937-06-15'),
('Joseph', 'Kennedy', '1943-07-31'),
('Alexandra', 'Smith', '1956-04-17'),
('Jennifer', 'Cooper', '1980-05-21'),
('Jamie', 'Nguyen', '1974-01-21'),
('Heather', 'Lowery', '1976-03-15'),
('David', 'Kane', '1969-10-29'),
('Alyssa', 'Mcknight', '1943-09-23'),
('Brian', 'Cunningham', '1918-11-07'),
('Diana', 'King', '1982-01-12'),
('Jessica', 'Jensen', '1914-06-13'),
('Robert', 'Lewis', '1910-04-13'),
('Kathy', 'Martinez', '1919-08-15'),
('Timothy', 'Knight', '2005-02-25'),
('Tammy', 'Elliott', '1924-04-15'),
('Amanda', 'Edwards', '1929-10-29'),
('Michael', 'Smith', '2005-02-06'),
('Ryan', 'Leblanc', '1995-05-05'),
('Darren', 'Frazier', '1973-04-29'),
('Sherri', 'Duran', '1927-07-30'),
('Judy', 'Benjamin', '1931-12-25'),
('Laura', 'Brown', '1969-12-17'),
('Rachel', 'Ortiz', '1996-10-08'),
('Kristie', 'Chandler', '1920-09-11'),
('Joshua', 'Williams', '1964-11-01'),
('Robert', 'Tapia', '2003-12-22'),
('Thomas', 'Lopez', '1995-11-04'),
('Emily', 'Campbell', '1946-12-19'),
('Sharon', 'Lynch', '1930-09-29'),
('Sarah', 'Stevenson', '1936-12-15'),
('Thomas', 'Flores', '1934-10-24'),
('David', 'White', '1994-08-19'),
('Dennis', 'Cooper', '1984-05-20'),
('Shaun', 'Turner', '1945-06-04'),
('Joshua', 'Blair', '1939-06-02'),
('Walter', 'Hamilton', '1925-06-17'),
('Blake', 'Nunez', '1935-06-28'),
('Heather', 'Lawrence', '1984-06-01'),
('Andrew', 'Golden', '1990-07-28'),
('Travis', 'Hernandez', '1929-12-13'),
('Andrea', 'Carpenter', '1930-03-29'),
('Lindsay', 'Wright', '1917-02-16'),
('Ashley', 'Hernandez', '2003-06-05'),
('Sharon', 'Hurley', '1925-03-03'),
('Frank', 'Edwards', '1938-07-02'),
('Scott', 'Willis', '1919-05-15'),
('Albert', 'Barnes', '1923-08-17'),
('Clifford', 'Weaver', '2004-12-27'),
('Katrina', 'Conrad', '1950-04-04'),
('Andrew', 'Moody', '1947-01-12'),
('Danielle', 'Sloan', '1966-05-18'),
('Misty', 'Roberts', '1974-02-24'),
('Daniel', 'Hebert', '1958-10-26'),
('Julie', 'Medina', '1981-03-20'),
('Heather', 'Snyder', '1991-09-26'),
('Katherine', 'Schneider', '1988-12-08'),
('Mathew', 'Chavez', '1912-01-04'),
('Kayla', 'Nguyen', '1922-10-30'),
('Claudia', 'Myers', '1911-01-13'),
('Thomas', 'Smith', '1997-11-26'),
('Katelyn', 'Wright', '1942-02-09'),
('Jason', 'Baker', '1970-11-01'),
('Amy', 'Merritt', '1940-09-27'),
('Jay', 'Hardin', '1948-04-20'),
('Kristin', 'Sherman', '1918-04-24'),
('Wayne', 'Manning', '1955-03-14'),
('Michael', 'Torres', '1999-06-08'),
('Patricia', 'Baker', '1988-07-07'),
('Gina', 'Allen', '1952-05-10'),
('Jacob', 'Franklin', '1929-08-13'),
('Mary', 'Elliott', '1933-02-19'),
('Arthur', 'Hill', '1993-11-19'),
('Jeffery', 'Whitaker', '1910-04-23'),
('Tiffany', 'Jackson', '1979-11-18'),
('Billy', 'Ortega', '1965-05-08'),
('Patricia', 'Carroll', '1945-03-11'),
('Jonathan', 'Estrada', '1965-06-11'),
('Mark', 'Lambert', '1926-11-26'),
('Shane', 'Allen', '1939-02-12'),
('Becky', 'Martin', '1960-09-20'),
('Patrick', 'Stone', '1913-10-07'),
('Jeffery', 'Daniels', '1972-05-03'),
('Jennifer', 'Rollins', '1934-12-25'),
('Brian', 'Castaneda', '1961-04-19'),
('Maria', 'Thomas', '1928-04-25'),
('Brian', 'Sanford', '1960-01-01'),
('Danielle', 'Wilson', '1999-08-17'),
('Rebecca', 'Tanner', '1986-06-30'),
('Connie', 'Decker', '1940-01-12'),
('Angela', 'Murray', '2003-11-05'),
('William', 'Morales', '1926-09-22'),
('Melissa', 'Martin', '1913-05-17'),
('Rebecca', 'Herrera', '1920-03-28'),
('Jorge', 'Liu', '1914-04-26'),
('John', 'Baker', '1940-08-03'),
('Paul', 'Carter', '1993-09-30'),
('Charles', 'Payne', '1977-12-24'),
('Kara', 'Fuller', '1958-02-28'),
('Eric', 'Madden', '1978-11-26'),
('Chelsea', 'Williams', '1921-07-19'),
('Thomas', 'Quinn', '1957-03-15'),
('Vincent', 'Randolph', '1953-12-03'),
('Amy', 'Hawkins', '1951-07-09'),
('Patrick', 'Gonzales', '1958-09-25'),
('Ashley', 'Nichols', '2001-09-11'),
('Gabriel', 'Mcmahon', '1947-04-11'),
('Adam', 'Rios', '1937-06-28'),
('William', 'Gates', '1937-01-09'),
('Nicholas', 'Garcia', '1911-01-17'),
('Stephanie', 'Meyer', '1940-09-21'),
('David', 'Williams', '1975-03-03'),
('Jack', 'Ward', '2000-07-07'),
('Andre', 'Cortez', '1949-10-18'),
('Richard', 'Lewis', '1969-04-20'),
('Kristin', 'Stevens', '1918-07-30'),
('Tara', 'Ellis', '1926-09-28'),
('Paula', 'Mcintosh', '1987-04-18'),
('Courtney', 'Delgado', '1979-10-29'),
('Elizabeth', 'Reyes', '1959-11-07'),
('William', 'Combs', '1985-07-26'),
('Tiffany', 'Griffin', '1986-07-29'),
('Christopher', 'Nelson', '1949-03-06'),
('Amanda', 'Ford', '1962-05-09'),
('Vincent', 'Chavez', '1961-05-15'),
('Debra', 'Davis', '1997-09-25'),
('Michael', 'Martin', '1924-01-29'),
('Kristin', 'Mitchell', '2002-08-26'),
('Mitchell', 'Daniels', '1909-02-22'),
('Betty', 'Andrews', '1949-03-17'),
('Sarah', 'Obrien', '1946-10-15'),
('Tina', 'Adams', '1962-07-04'),
('Donna', 'Knapp', '1980-01-26'),
('William', 'Nichols', '2005-09-26'),
('Karen', 'Santiago', '1927-11-20'),
('Gregory', 'Patton', '1951-08-26'),
('Amanda', 'Shelton', '1908-08-27'),
('Danielle', 'Miller', '1990-06-04'),
('Jeffrey', 'Chen', '1981-09-01'),
('Sarah', 'Hunt', '1918-04-18'),
('Hannah', 'Hunter', '1925-02-07'),
('Ruth', 'Ellison', '1968-05-09'),
('Dana', 'Kelly', '1997-09-17'),
('David', 'Kelly', '1998-01-08'),
('Heather', 'Kim', '1961-05-09'),
('Christina', 'Spencer', '1969-05-07'),
('Francis', 'Joyce', '1996-07-06'),
('Jamie', 'Jackson', '1919-03-22'),
('Latoya', 'Perez', '1977-11-10'),
('Andrew', 'Elliott', '1997-03-20'),
('Denise', 'Mitchell', '1991-01-29'),
('Susan', 'Ryan', '2004-09-05'),
('Connie', 'Johnson', '1960-03-27'),
('Blake', 'Gibson', '1967-09-09'),
('David', 'Acosta', '1950-01-28'),
('Robert', 'Woods', '1937-04-06'),
('Michelle', 'Harmon', '1961-08-08'),
('David', 'Anderson', '2000-07-04'),
('Shaun', 'Dyer', '1916-06-01'),
('Tracy', 'Cooper', '1923-12-26'),
('Wendy', 'Snyder', '1959-02-09'),
('Karen', 'Flores', '1978-12-03'),
('Candace', 'Miller', '1937-03-29'),
('William', 'Frazier', '1976-04-10'),
('Kaitlin', 'Costa', '1931-11-28'),
('Sara', 'Farmer', '1996-11-05'),
('Joseph', 'Walters', '1929-01-07'),
('Michael', 'Solomon', '1960-04-03'),
('Tony', 'Haley', '1926-11-28'),
('Sandra', 'Floyd', '2003-04-06'),
('Angela', 'Waters', '2003-03-20'),
('Tammy', 'Mills', '1935-12-17'),
('Amanda', 'Hunter', '1993-09-12'),
('Daniel', 'Moreno', '1988-10-04'),
('Elizabeth', 'Torres', '1926-07-18'),
('Ian', 'Ferguson', '1916-11-14'),
('James', 'Stone', '1974-05-21'),
('Aaron', 'Foster', '1993-04-25'),
('Betty', 'Coleman', '1965-12-13'),
('Amy', 'Hines', '1980-09-02'),
('Samantha', 'Guzman', '1928-04-11'),
('Blake', 'Gilbert', '1969-08-07'),
('Dean', 'Smith', '1919-03-24'),
('Amanda', 'Scott', '1924-06-27'),
('Edward', 'Carpenter', '1936-10-13'),
('William', 'Thompson', '1967-01-03'),
('Kelly', 'Parker', '1978-12-23'),
('Barbara', 'Rasmussen', '2004-10-27'),
('Mary', 'Salinas', '1943-01-16'),
('Jennifer', 'Franklin', '1914-11-22'),
('Roy', 'Archer', '1981-11-11'),
('Jeffery', 'Martinez', '1991-06-03'),
('Candice', 'Mills', '1918-11-28'),
('Kristin', 'Fields', '1987-01-18'),
('Alexis', 'Long', '1914-07-22'),
('Veronica', 'Cordova', '1952-03-16'),
('Katherine', 'Meza', '2000-12-17'),
('Ronald', 'Grant', '1930-04-02'),
('Tracy', 'Mendez', '1986-08-05'),
('Dana', 'Mccarty', '1927-04-16'),
('Amanda', 'Lewis', '1974-08-28'),
('Jeremy', 'James', '1929-10-08'),
('Andrew', 'Smith', '1987-08-12'),
('Michael', 'Gutierrez', '1958-01-31'),
('Jason', 'Morrow', '1977-11-27'),
('Destiny', 'Smith', '1909-03-22'),
('Sandra', 'Moses', '1991-06-25'),
('Andrea', 'Garrett', '1953-01-22'),
('Deborah', 'Mccall', '1947-03-19'),
('Jason', 'Stokes', '1967-09-21'),
('Blake', 'Whitehead', '1990-05-17'),
('Michael', 'Calhoun', '1956-12-12'),
('Trevor', 'Pierce', '2002-08-18'),
('Frank', 'Hudson', '1922-02-27'),
('Nina', 'Short', '1975-01-25'),
('Michael', 'Owens', '1998-11-10'),
('Kevin', 'Cook', '1994-02-01'),
('Carrie', 'Dominguez', '1969-11-09'),
('Cindy', 'Flynn', '1978-12-15'),
('Eric', 'Moore', '1930-01-16'),
('Ryan', 'Gregory', '1958-07-07'),
('Jeremy', 'Mccarthy', '1922-04-13'),
('Adam', 'Solomon', '1914-10-28'),
('Steven', 'Hansen', '1916-04-03'),
('Kelli', 'Smith', '1944-11-28'),
('Heather', 'Clark', '1913-10-18'),
('Lauren', 'Mann', '1960-12-21'),
('Derek', 'Booth', '1945-07-06'),
('James', 'Mack', '1992-04-01'),
('Corey', 'Barrera', '1945-08-17'),
('Jane', 'Edwards', '1960-10-20'),
('Teresa', 'Franklin', '1924-12-15'),
('Ronnie', 'Johnson', '1930-10-15'),
('Emily', 'Gardner', '1921-05-23'),
('Kara', 'Martin', '2000-04-13'),
('Rebecca', 'Esparza', '1942-10-11'),
('Julia', 'Mcintosh', '2004-12-19'),
('Michelle', 'Cohen', '1990-12-17'),
('Cindy', 'Schmidt', '1946-07-14'),
('Brian', 'Collins', '1966-01-22'),
('Brandi', 'Wood', '1980-02-21'),
('Kristen', 'Smith', '1967-05-18'),
('Samantha', 'Henry', '2000-06-28'),
('Brendan', 'Peterson', '1958-06-02'),
('Arthur', 'Cook', '1959-04-26'),
('Laura', 'Cook', '1923-07-15'),
('Rodney', 'Reed', '1948-06-10'),
('Tonya', 'Holt', '1984-11-29'),
('Angela', 'Fischer', '1950-01-20'),
('Anthony', 'Coleman', '1974-12-16'),
('Jennifer', 'Gray', '1965-12-04'),
('Pamela', 'Forbes', '1916-04-11'),
('Hunter', 'Jennings', '1997-11-08'),
('Paul', 'Jones', '1983-08-30'),
('Ashley', 'Stewart', '1984-07-22'),
('Megan', 'Douglas', '1982-07-09'),
('Diane', 'Anderson', '1996-02-15'),
('Christina', 'Hernandez', '1919-01-17'),
('Michelle', 'Wolfe', '1964-12-01'),
('Leslie', 'Williams', '1983-05-25'),
('Amy', 'Garcia', '1915-04-20'),
('Geoffrey', 'Perez', '1954-08-27'),
('Veronica', 'Hopkins', '1969-04-03'),
('Alexander', 'Key', '1966-06-11'),
('Alexander', 'Moore', '1944-11-26'),
('Robert', 'Brown', '1974-03-18'),
('Donald', 'Fields', '1994-08-22'),
('Cassidy', 'Hall', '1942-05-01'),
('Lauren', 'Decker', '1973-05-17'),
('Aaron', 'Wilson', '1911-08-07'),
('Kurt', 'Smith', '2002-01-29'),
('Stephanie', 'Hill', '2002-01-20'),
('Catherine', 'Hester', '1933-04-27'),
('Patricia', 'Johnson', '1925-01-27'),
('Megan', 'Buchanan', '1919-11-20'),
('Chad', 'Smith', '2001-03-02'),
('Mario', 'Martinez', '1983-08-31'),
('Benjamin', 'King', '1913-08-24'),
('Jillian', 'Bridges', '1908-09-11'),
('Ethan', 'Webb', '1971-11-28'),
('Mark', 'Rodriguez', '1915-10-30'),
('Derrick', 'Harrison', '1945-05-24'),
('Ashley', 'Robinson', '1996-11-25'),
('Jeremy', 'Anderson', '1979-12-20'),
('Christopher', 'Anderson', '1941-06-27'),
('Lori', 'Lawson', '1981-08-06'),
('Jeremy', 'Hansen', '1994-01-04'),
('Joshua', 'Russell', '1924-10-25'),
('Christy', 'Fowler', '1927-11-15'),
('Alexander', 'Crosby', '1951-11-25'),
('Sherry', 'Ingram', '1929-02-18'),
('Nicholas', 'Henson', '1909-03-26'),
('Sarah', 'Dorsey', '1913-01-20'),
('Sarah', 'Taylor', '1993-05-16'),
('Steven', 'Duncan', '1975-10-05'),
('Deborah', 'Martinez', '1938-11-21'),
('Sean', 'Stewart', '1968-06-25'),
('Justin', 'Johnson', '1969-07-03'),
('Jeff', 'Lee', '1995-09-06'),
('Jose', 'Middleton', '1961-03-10'),
('Tyler', 'Rogers', '1915-03-10'),
('Edward', 'Chen', '1911-12-01'),
('Karen', 'Cox', '1945-06-27'),
('Nicole', 'Lopez', '1967-03-01'),
('Jo', 'Anderson', '1923-07-14'),
('Alexander', 'Richards', '1931-11-24'),
('Alison', 'Lane', '1946-07-08'),
('James', 'Villa', '1953-08-06'),
('Michael', 'Frank', '1938-03-08'),
('Todd', 'Lewis', '1964-02-25'),
('Cheryl', 'Harvey', '1957-11-26'),
('Marcus', 'Reid', '1930-11-28'),
('Gwendolyn', 'Rollins', '1931-10-17'),
('Olivia', 'Campbell', '1931-01-21'),
('Susan', 'Richards', '1975-09-17'),
('Alexandra', 'Dominguez', '1970-06-27'),
